accuracy,api_calls,api_errors,cache_hits,cost_estimate,display_name,duplicate_sample_ids,eval_protocol,exactness_level,exactness_note,exactness_notes,method,method_id,missing_files,missing_sample_ids,model,num_correct,num_expected_samples,num_failed,num_iterations,num_opt_samples,num_prediction_rows,num_samples,num_test_samples,num_val_samples,opt_hash,paper_method_id,parse_errors,runtime_seconds,skipped,status,suite,task_id,test_hash,tokens_completion,tokens_prompt,tokens_total,val_hash
0.891566265060241,,0,,,Boolean Expressions,[],paper_mode,prompt_dependent,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Origin,origin,[],[],deepseek-chat,222,249,27,1,249,249,249,249,249,0be8b38546c63c5d3d787121716b10e9a217c0a443df56b45738a962bdc84edc,origin,0,,True,completed,main,boolean_expressions,0be8b38546c63c5d3d787121716b10e9a217c0a443df56b45738a962bdc84edc,,,,0be8b38546c63c5d3d787121716b10e9a217c0a443df56b45738a962bdc84edc
0.7550200803212851,519,0,249,0.0,Formal Fallacies,,paper_mode,legacy_aligned_partial,"Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.","Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.",MARS-official,mars_official,,,deepseek-chat,188,,61,2,249,,249,249,249,10f00a143a6085b08223524195769175f9455db7cc59f8359188e98c803fc4ea,mars,0,562.7544274330139,,completed,main,formal_fallacies,10f00a143a6085b08223524195769175f9455db7cc59f8359188e98c803fc4ea,3690,251917,255607,10f00a143a6085b08223524195769175f9455db7cc59f8359188e98c803fc4ea
0.3855421686746988,250,0,0,0.0,Geometric Shapes,,paper_mode,prompt_dependent,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Origin,origin,,,deepseek-chat,96,,153,1,249,,249,249,249,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,origin,0,217.4524326324463,,completed,main,geometric_shapes,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,585,68601,69186,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e
0.5100401606425703,249,0,0,0.0,Geometric Shapes,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(ZS),cot_zs,,,deepseek-chat,127,,122,1,249,,249,249,249,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,cot_zs,0,261.0351896286011,,completed,main,geometric_shapes,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,498,56125,56623,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e
0.4979919678714859,249,0,0,0.0,Geometric Shapes,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(FS),cot_fs,,,deepseek-chat,124,,125,1,249,,249,249,249,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,cot_fs,0,266.35308170318604,,completed,main,geometric_shapes,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,498,161701,162199,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e
0.4457831325301205,2698,4,249,0.0,Geometric Shapes,,paper_mode,legacy_aligned_partial,"Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.","Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.",MARS-official,mars_official,,,deepseek-chat,111,,138,10,249,,249,249,249,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,mars,0,3739.9748589992523,,completed,main,geometric_shapes,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e,42340,1878582,1920922,f80dc26fbdc9cfb82afc499920ae59a2f850301608ade3a5dfa98b3c1691042e
0.8795180722891566,250,0,0,0.0,Ruin Names,,paper_mode,prompt_dependent,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Origin,origin,,,deepseek-chat,219,,30,1,249,,249,249,249,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,origin,0,115.49779963493347,,completed,main,ruin_names,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,653,66964,67617,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68
0.7108433734939759,249,0,0,0.0,Ruin Names,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(ZS),cot_zs,,,deepseek-chat,177,,72,1,249,,249,249,249,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,cot_zs,0,103.72923612594604,,completed,main,ruin_names,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,498,37883,38381,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68
0.8755020080321285,249,0,0,0.0,Ruin Names,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(FS),cot_fs,,,deepseek-chat,218,,31,1,249,,249,249,249,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,cot_fs,0,103.37118315696716,,completed,main,ruin_names,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,498,88430,88928,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68
0.9076305220883534,788,0,253,0.0,Ruin Names,,paper_mode,legacy_aligned_partial,"Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.","Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.",MARS-official,mars_official,,,deepseek-chat,226,,23,3,249,,249,249,249,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,mars,0,488.9058082103729,,completed,main,ruin_names,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68,5098,301404,306502,a67ef1528b94386de15202ceddab1db70cab0065bdb17cab9029fe8d89116b68
0.7228915662650602,248,0,2,0.0,Sports Understanding,,paper_mode,prompt_dependent,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Prompt-dependent; exact only when the local origin prompt matches the original paper prompt.,Origin,origin,,,deepseek-chat,180,,69,1,249,,249,249,249,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,origin,0,108.89710092544556,,completed,main,sports_understanding,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,562,27913,28475,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8
0.8192771084337349,247,0,2,0.0,Sports Understanding,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(ZS),cot_zs,,,deepseek-chat,204,,45,1,249,,249,249,249,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,cot_zs,0,112.23733353614807,,completed,main,sports_understanding,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,988,19090,20078,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8
0.8473895582329317,247,0,2,0.0,Sports Understanding,,paper_mode,best_effort_reimplementation,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,Local CoT baseline; paper reports baseline numbers but the original repository does not provide a complete executable baseline protocol.,CoT(FS),cot_fs,,,deepseek-chat,211,,38,1,249,,249,249,249,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,cot_fs,0,132.1282262802124,,completed,main,sports_understanding,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,988,41814,42802,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8
0.7871485943775101,2419,0,267,0.0,Sports Understanding,,paper_mode,legacy_aligned_partial,"Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.","Legacy-aligned partial reproduction: uses original UserProxy/Planner task blocks, agent system prompts, legacy Target prompt format, p0 evaluation, and target call-count limit; remaining differences may include framework wrappers, local baseline protocol, and model/API behavior.",MARS-official,mars_official,,,deepseek-chat,196,,53,9,249,,249,249,249,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,mars,0,2005.9831175804138,,completed,main,sports_understanding,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8,46069,1571230,1617299,6d12a37b7e14245cf7cc75b512787b29be89c9aa84d80d898d08391f0b7c51e8
